First name;Gender;Age;Salary;loaned_sum;Period;Interest rate;DAE;Monthly payment;Total_amount;Score;Eligibility
Gawain;Male;52;11988;69291;3;8,99;11;1936,544555;75668,22609;97;yes
Almeda;Female;30;5129;23473;4;9,75;11,76;497,0121433;25897,19532;39;no
Roldan;Male;40;10088;11850;4;10,49;12,5;254,4133482;13254,56006;79;yes
Elisabetta;Female;43;2142;47269;3;9,75;11,76;1323,57429;51725,33891;37;no
Jens;Male;49;4067;80703;5;8,99;11;1354,062318;88248,84789;50;no
Sonja;Female;50;2124;40036;2;9,75;12,76;1681,916174;43826,27096;35;no
Jonis;Female;24;4496;56706;2;8,99;12;2378,567439;61929,40267;45;no
Serene;Female;44;9760;79593;1;8,99;14;6689,070857;86686,03421;83;yes
Othilia;Female;26;10620;66092;1;8,99;14;5555,62145;72044,93307;93;yes
Paolina;Female;55;3651;90395;1;8,99;14;7595,931126;98400,21645;43;no
Austen;Male;18;11462;53563;2;8,99;12;2247,120388;58517,49379;95;yes
Keelia;Female;47;7338;35128;2;9,75;12,76;1476,588754;38499,20327;65;yes
Walden;Male;46;1741;24854;4;9,75;11,76;525,8412989;27398,94429;39;no
Sayer;Male;30;4120;18213;2;10,49;13,5;769,1774815;20137,34867;25;no
Mikol;Male;32;10733;47197;4;9,75;11,76;992,2640535;51695,52455;89;yes
Toni;Female;49;11182;106712;1;8,99;14;8965,792171;116095,1166;93;yes
Guthrie;Male;48;10815;19489;3;10,49;12,5;549,933994;21540,69344;77;yes
Johan;Male;24;7977;61331;5;8,99;11;1030,712613;67154,77262;80;yes
Lora;Female;47;8242;90693;1;8,99;14;7620,949119;98723,38126;83;yes
Hughie;Male;55;1515;72736;5;8,99;11;1221,080329;79573,62088;50;no
Julie;Male;60;5400;33308;1;9,75;14,76;2805,037198;36489,64122;33;no
Decca;Male;38;6243;111172;2;8,99;12;4656,453238;121055,4062;75;yes
Yvor;Male;19;2256;56490;3;8,99;11;1580,075463;61757,75862;47;no
Jermain;Male;35;2344;48390;3;9,75;11,76;1354,797285;52943,20481;37;no
Wylma;Female;39;5501;44736;4;9,75;11,76;940,8892874;49019,34481;39;no
Letti;Female;54;2965;63163;5;8,99;11;1061,291627;69149,62838;50;no
Sharona;Female;18;11899;50134;5;8,99;11;843,816751;54962,41454;100;yes
Kym;Female;46;6943;2866;3;10,49;12,5;86,84241505;3484,903878;57;yes
Heather;Female;37;5488;53568;1;8,99;14;4504,194121;58463,33537;43;no
Cinderella;Female;21;3480;97791;2;8,99;12;4096,830907;106529,5542;45;no
Abrahan;Male;37;4157;46850;2;9,75;12,76;1966,981585;51222,08173;35;no
Ailyn;Female;22;3603;99395;1;8,99;14;8351,508095;108160,2276;43;no
Frances;Female;38;1313;106039;4;8,99;11;2220,275645;115719,1412;49;no
Skippie;Male;48;9067;20704;1;9,75;14,76;1746,238686;22822,38071;73;yes
Phillipe;Male;39;6268;78749;1;8,99;14;6618,214528;85770,76205;73;yes
Justus;Male;55;7472;6232;3;10,49;12,5;180,6140721;7141,030188;57;yes
Oberon;Male;30;3278;2763;2;10,49;13,5;122,6260024;3370,392041;25;no
Natale;Male;58;8411;20426;5;9,75;11,76;347,98564;22604,72788;80;yes
Buiron;Male;28;11468;50369;3;8,99;11;1409,624146;55106,24926;97;yes
Fredi;Female;35;7879;82404;1;8,99;14;6925,06273;89734,41101;73;yes
Vachel;Male;34;4676;12842;3;10,49;12,5;364,7586511;14320,76724;27;no
Jyoti;Female;31;8397;18271;4;10,49;12,5;388,4758891;20235,12766;69;yes
Edith;Female;58;10654;94247;1;8,99;14;7919,318069;102577,5012;93;yes
Ruthe;Female;57;2074;28390;4;9,75;11,76;599,6572977;31244,11763;39;no
Kathleen;Female;28;11123;85314;5;8,99;11;1431,027293;93269,74305;100;yes
Dion;Female;31;8084;123727;2;8,99;12;5181,530465;134684,5872;85;yes
Gearard;Male;41;3485;115284;2;8,99;12;4828,425963;125519,2208;45;no
Katina;Female;49;3905;23501;1;9,75;14,76;1981,200558;25855,33276;33;no
Blayne;Male;18;3146;8437;4;10,49;12,5;183,1541282;9544,129092;29;no
Menard;Male;31;6830;5470;1;10,49;15,5;466,783545;6302,92199;53;no
Zane;Male;34;9171;79011;5;8,99;11;1325,820128;86406,43743;90;yes
Jude;Male;53;1983;59581;5;8,99;11;1001,502311;65249,20625;50;no
Chicky;Male;58;10331;47436;3;9,75;11,76;1328,225708;51906,76942;87;yes
Dehlia;Female;40;4613;90939;1;8,99;14;7641,601556;98990,1549;43;no
Jeff;Male;58;2957;48092;2;9,75;12,76;2018,940969;52570,12942;35;no
Mordecai;Male;30;11348;74014;2;8,99;12;3102,425395;80718,24101;95;yes
Evan;Male;39;10287;71411;1;8,99;14;6002,167439;77813,09965;93;yes
Natal;Male;37;11863;11290;4;10,49;12,5;242,7212406;12645,75802;79;yes
Wally;Female;46;10083;66559;5;8,99;11;1117,976306;72847,51604;100;yes
Deeann;Female;36;7302;35234;5;9,75;11,76;595,1860394;38722,66635;70;yes
Emmalee;Female;21;11113;26191;3;9,75;11,76;736,4928435;28825,98353;87;yes
Carolynn;Female;30;11049;117090;2;8,99;12;4903,956785;127479,7386;95;yes
Gawen;Male;18;11772;29370;4;9,75;11,76;620,1153516;32309,80481;89;yes
Dell;Male;56;3602;97685;3;8,99;11;2727,231486;106523,1447;47;no
Mirelle;Female;48;8211;30262;1;9,75;14,76;2549,158091;33186,68378;73;yes
Kristopher;Male;47;10722;90282;5;8,99;11;1513,951169;98679,37375;100;yes
Licha;Female;21;7252;85927;3;8,99;11;2399,806786;93746,07444;77;yes
Gasparo;Male;45;10412;16079;3;10,49;12,5;454,9365637;17836,77463;77;yes
Coralie;Female;54;6490;65371;1;8,99;14;5495,091339;71263,04774;73;yes
Elka;Female;24;2265;20628;4;9,75;11,76;437,6211601;22803,44019;39;no
Amandie;Female;24;4977;41441;1;9,75;14,76;3488,249535;45308,73276;33;no
Todd;Male;32;5520;103655;4;8,99;11;2170,51613;113125,8672;49;no
Gilda;Female;58;4829;28600;1;9,75;14,76;2409,541847;31384,47917;33;no
Joshia;Male;36;4033;110712;2;8,99;12;4637,215044;120556,0495;45;no
Ulric;Male;48;3799;10012;3;10,49;12,5;285,9191415;11246,84048;27;no
Red;Male;58;1624;40684;2;9,75;12,76;1709,025418;44529,60019;35;no
Neal;Male;57;10066;95056;3;8,99;11;2654,021796;103666,2883;97;yes
Dell;Male;34;10706;10255;5;10,49;12,5;178,2149644;11530,33739;80;yes
Geri;Male;27;5660;88103;1;8,99;14;7403,510858;95914,66695;43;no
Robina;Female;19;8982;78084;2;8,99;12;3272,641588;85136,46218;85;yes
Brynne;Female;22;6734;41876;3;9,75;11,76;1173,364106;45866,3284;67;yes
Rusty;Male;25;10113;67087;3;8,99;11;1875,169829;73273,20458;97;yes
Maire;Female;50;6305;54654;4;8,99;11;1147,753563;59823,42603;79;yes
Dyna;Female;50;9243;116069;3;8,99;11;3239,170224;126500,4929;87;yes
Moishe;Male;43;4066;47919;5;9,75;11,76;806,9457007;52529,80096;40;no
Glynnis;Female;36;6793;81300;4;8,99;11;1703,916322;88808,48443;79;yes
Heidie;Female;53;4878;72728;3;8,99;11;2032,254599;79403,11216;47;no
Francis;Male;35;10769;107392;5;8,99;11;1799,544471;117310,3684;100;yes
Fabiano;Male;58;10082;76381;3;8,99;11;2133,979589;83372,71904;97;yes
Nick;Male;54;11705;99737;2;8,99;12;4178,216832;108642,0501;95;yes
Martica;Female;29;9185;107262;5;8,99;11;1797,374563;117168,812;90;yes
Kelsy;Female;49;8989;56263;2;8,99;12;2360,040222;61448,50046;85;yes
Casper;Male;50;1935;47709;1;9,75;14,76;4014,792622;52105,49481;33;no
Debbie;Female;23;5958;19071;5;10,49;12,5;325,4047379;21123,02502;30;no
Libby;Female;30;10850;32274;2;9,75;12,76;1357,190943;35401,51558;85;yes
Dieter;Male;57;4412;82587;2;8,99;12;3460,966778;90024,72998;45;no
Abeu;Male;45;2589;87610;1;8,99;14;7362,12203;95380,03523;43;no
Kassie;Female;51;5092;82140;5;8,99;11;1378,04815;89813,5901;50;no
Kareem;Male;38;8449;14034;3;10,49;12,5;397,965964;15615,50953;67;yes
Sullivan;Male;51;10583;57591;4;8,99;11;1209,055448;63018,24388;99;yes
Georgetta;Female;57;10044;45532;1;9,75;14,76;3831,913825;49744,84532;83;yes
Zane;Male;36;2110;2122;4;10,49;12,5;51,30473628;2678,799016;29;no
Ulrica;Female;52;5787;74353;1;8,99;14;6249,157155;81003,53884;43;no
Zelig;Male;58;10831;25023;1;9,75;14,76;2109,056107;27505,72712;83;yes
Guinevere;Female;47;9385;34840;2;9,75;12,76;1464,540201;38186,6125;75;yes
Bo;Male;54;6158;51085;1;8,99;14;4295,73883;55770,65675;73;yes
Llewellyn;Male;20;6037;101709;5;8,99;11;1704,6861;111122,1777;80;yes
Hilton;Male;35;1004;35550;4;9,75;11,76;749,1263449;39030,15865;39;no
Trescha;Female;19;4727;119606;2;8,99;12;5009,181341;130211,0026;45;no
Aloin;Male;53;5834;106771;3;8,99;11;2980,249076;116396,6317;47;no
Cosmo;Male;24;6581;88556;5;8,99;11;1485,141465;96799,94086;80;yes
Nathanil;Male;41;3005;76610;1;8,99;14;6438,639068;83451,13274;43;no
Murdoch;Male;34;2998;42610;3;9,75;11,76;1193,808066;46663,75353;37;no
Erasmus;Male;29;9754;6485;4;10,49;12,5;142,3987817;7422,019146;69;yes
Bethanne;Female;23;3882;24344;3;9,75;11,76;685,0487107;26819,38378;37;no
Beilul;Female;25;1396;27752;1;9,75;14,76;2338,305642;30464,94276;33;no
Cairistiona;Female;36;9257;90700;2;8,99;12;3800,269967;98831,86226;85;yes
Edeline;Female;42;4543;104568;3;8,99;11;2918,902196;114002,6969;47;no
Erinna;Female;39;2411;12712;3;10,49;12,5;361,1370482;14179,56212;27;no
Maxim;Male;53;9007;82722;1;8,99;14;6951,759783;90079,26474;83;yes
Oriana;Female;25;1277;86957;5;8,99;11;1458,451594;95058,79765;50;no
Rockey;Male;28;7725;8321;1;10,49;15,5;706,4257546;9394,22315;53;no
Wynnie;Female;31;1147;47400;1;9,75;14,76;3988,83509;51770,42788;33;no
Tanitansy;Female;40;5057;11203;3;10,49;12,5;319,0985959;12540,49658;27;no
Waverly;Male;58;11818;73888;5;8,99;11;1240,309054;80828,02799;100;yes
Garey;Male;24;7726;119504;2;8,99;12;5004,91548;130100,2757;75;yes
Dorelia;Female;49;2859;58095;4;8,99;11;1219,575077;63566,48637;49;no
Petronilla;Female;20;1176;93130;3;8,99;11;2600,388527;101573,3611;47;no
Gisella;Female;46;2602;56002;3;8,99;11;1566,486141;61227,46348;47;no
Dallas;Male;35;4246;30914;3;9,75;11,76;868,0416465;33957,09917;37;no
Casi;Female;53;7831;46129;3;9,75;11,76;1291,822091;50486,83122;67;yes
Merill;Male;43;10509;94368;4;8,99;11;1976,675271;103023,629;99;yes
Raimund;Male;21;1804;30339;5;9,75;11,76;513,4703482;33394,64712;40;no
Vinita;Female;37;8717;49155;2;9,75;12,76;2063,411843;53723,89327;75;yes
Bordie;Male;27;3185;17533;3;10,49;12,5;495,4427994;19416,09954;27;no
Aristotle;Male;40;9406;38998;3;9,75;11,76;1093,203731;42739,63968;77;yes
Jelene;Female;27;8242;54246;2;8,99;12;2275,684924;59258,92992;85;yes
Daphene;Female;46;1852;69138;4;8,99;11;1450,067659;75578,87097;49;no
Phillip;Male;48;4206;94546;3;8,99;11;2639,81984;103112,0864;47;no
Rahal;Female;20;3589;58238;3;8,99;11;1628,751971;63657,25844;47;no
Hildagard;Female;47;3805;117036;2;8,99;12;4901,698388;127421,1185;45;no
Kamila;Female;45;2394;12899;1;10,49;15,5;1091,2318;14358,08731;23;no
Byram;Male;38;7284;11001;2;10,49;13,5;467,369762;12310,59843;55;yes
Constantia;Female;59;5755;36447;1;9,75;14,76;3068,728766;39893,44404;33;no
Myrna;Female;50;5856;63200;1;8,99;14;5312,829384;68908,71617;43;no
Sandra;Female;46;9269;37879;5;9,75;11,76;639,3408919;41601,64712;80;yes
Ruthy;Female;24;10526;34832;2;9,75;12,76;1464,205519;38177,92942;85;yes
Georgette;Female;21;2062;89905;2;8,99;12;3767,021349;97968,84362;45;no
Ulick;Male;54;2483;30432;4;9,75;11,76;642,2852019;33464,66173;39;no
Brigg;Male;54;10734;93826;5;8,99;11;1573,106205;102538,4179;100;yes
Randa;Female;28;3991;36338;2;9,75;12,76;1527,20941;39812,51865;35;no
Daffy;Female;30;4765;48125;1;9,75;14,76;4049,738686;52556,58814;33;no
Anderson;Male;57;8133;94482;4;8,99;11;1979,054711;103147,6363;89;yes
Christie;Female;38;11932;64294;3;8,99;11;1797,393235;70238,13422;97;yes
Chan;Male;37;9764;21012;1;9,75;14,76;1772,112213;23156,36327;73;yes
Ambrosi;Male;35;9863;58172;5;8,99;11;977,9838441;63714,9531;90;yes
Lynne;Female;54;3330;119378;5;8,99;11;1999,610007;130361,8647;50;no
Clari;Female;32;5725;89168;5;8,99;11;1495,356725;97466,34464;50;no
Gabrila;Female;40;7488;11749;1;10,49;15,5;994,5679835;13111,15769;53;no
Gabi;Male;28;11951;85735;4;8,99;11;1796,484882;93632,8008;99;yes
Salvidor;Male;19;5128;80314;4;8,99;11;1683,336255;87735,93066;49;no
Dolli;Female;22;10993;86745;3;8,99;11;2422,585609;94634,9708;97;yes
Ursa;Female;25;1999;93072;2;8,99;12;3899,472131;101406,8059;45;no
Alfonse;Male;36;2369;115904;1;8,99;14;9737,488115;126063,3413;43;no
Jervis;Male;34;1045;85731;3;8,99;11;2394,348779;93533,08704;47;no
Regan;Female;45;6308;69765;1;8,99;14;5863,980806;76028,10206;73;yes
Darsey;Female;58;11401;94404;1;8,99;14;7932,498689;102747,7592;93;yes
Cyrus;Male;19;9353;21898;2;9,75;12,76;923,1083619;24139,56481;75;yes
Yovonnda;Female;57;4909;75543;4;8,99;11;1583,754609;82546,1193;49;no
Wood;Male;57;11118;63173;1;8,99;14;5310,562653;68879,43613;93;yes
Kerrin;Female;49;9031;53113;5;8,99;11;893,541032;58206,23294;90;yes
Blinni;Female;28;5142;59088;3;8,99;11;1652,421897;64580,92825;47;no
Arline;Female;29;2135;114745;4;8,99;11;2401,98971;125189,3776;49;no
Robyn;Female;44;9948;99520;3;8,99;11;2778,33068;108517,1848;87;yes
Toddie;Male;35;11336;43300;3;9,75;11,76;1213,026502;47413,3766;87;yes
Jorie;Female;47;1020;54404;4;8,99;11;1142,535493;59551,48035;49;no
Warde;Male;57;4265;3234;4;10,49;12,5;74,52192136;3887,705911;29;no
Broddie;Male;27;1199;36280;3;9,75;11,76;1017,499804;39786,7766;37;no
Emmeline;Female;20;11231;39957;1;9,75;14,76;3363,586175;43699,54404;83;yes
Corenda;Female;57;1991;42752;2;9,75;12,76;1795,54072;46774,17558;35;no
Samson;Male;44;4812;123052;2;8,99;12;5153,300506;133951,8356;45;no
Rancell;Male;40;1470;85390;5;8,99;11;1432,295854;93352,49907;50;no
Elicia;Female;42;1517;63886;2;8,99;12;2678,850552;69723,70931;45;no
Jessie;Male;47;5204;86182;3;8,99;11;2406,907764;94023,17538;47;no
Timofei;Male;53;1271;5635;5;10,49;12,5;101,0805777;6503,316413;30;no
Nyssa;Female;47;12000;17717;5;10,49;12,5;302,798686;19649,73793;80;yes
Randene;Female;26;7062;2588;1;10,49;15,5;224,5356151;3178,007945;53;no
Omar;Male;52;3845;23518;2;9,75;12,76;990,8814711;25897,88788;35;no
Isidor;Male;19;9194;38164;4;9,75;11,76;803,6950725;41872,71609;79;yes
Valli;Female;42;3791;121899;3;8,99;11;3401,518072;132835,7811;47;no
Lulu;Female;46;10595;60528;4;8,99;11;1270,357333;66213,06174;99;yes
Jeralee;Female;53;2690;63191;3;8,99;11;1766,678025;69039,5368;47;no
Victoria;Female;49;1643;80612;1;8,99;14;6774,61896;87791,08435;43;no
Cleon;Male;34;8051;3917;2;10,49;13,5;170,9185854;4622,758898;65;yes
Evania;Female;34;8100;90227;4;8,99;11;1890,243161;98519,12078;89;yes
Lorrin;Female;23;11156;86568;4;8,99;11;1813,871491;94538,92381;99;yes
Garner;Male;46;3397;115364;5;8,99;11;1932,609919;125991,0399;50;no
Grange;Male;19;8482;89877;4;8,99;11;1882,937864;98138,39683;89;yes
Gussy;Female;28;4872;28138;2;9,75;12,76;1184,160338;30912,36481;35;no
Brant;Male;46;3345;112795;3;8,99;11;3147,999237;122942,7341;47;no
Reggi;Female;18;10469;118764;2;8,99;12;4973,967082;129296,9627;95;yes
Annadiana;Female;60;8967;71985;5;8,99;11;1208,544936;78755,86068;90;yes
Ester;Female;41;1234;101757;5;8,99;11;1705,487297;111174,4447;50;no
Pancho;Male;54;10537;9939;2;10,49;13,5;422,9271943;11158,07364;75;yes
Cull;Male;34;9545;104543;4;8,99;11;2189,050714;114091,8182;89;yes
Sandy;Male;31;10586;14161;4;10,49;12,5;302,6641708;15766,95559;79;yes
Chrisy;Male;25;10757;32315;4;9,75;11,76;681,5938913;35512,30353;89;yes
Carly;Male;51;2354;82584;2;8,99;12;3460,841311;90021,4733;45;no
Richy;Male;28;3730;59917;4;8,99;11;1257,60437;65548,42649;49;no
Anjela;Female;54;5518;3070;1;10,49;15,5;265,0503625;3700,634097;23;no
Jeannine;Female;35;8573;43579;1;9,75;14,76;3667,852139;47627,09224;73;yes
Dotti;Female;39;2287;7051;4;10,49;12,5;154,2161619;8037,344059;29;no
Meier;Male;19;1083;120564;1;8,99;14;10128,70908;131116,8582;43;no
Taddeo;Male;35;10900;80960;5;8,99;11;1358,35206;88528,69392;100;yes
Erminia;Female;19;2768;92529;5;8,99;11;1551,457198;101126,121;50;no
Karoline;Female;31;11214;109727;1;8,99;14;9218,910456;119364,7203;93;yes
Kristofor;Male;28;2860;123954;4;8,99;11;2594,202532;135206,7686;49;no
Wendy;Female;53;4436;52263;4;8,99;11;1097,847943;57222,53754;49;no
Ewan;Male;39;1248;106374;1;8,99;14;8937,416058;115728,574;43;no
Saleem;Male;42;11438;53997;2;8,99;12;2265,271206;58988,62597;95;yes
Lorelei;Female;51;9993;48424;2;9,75;12,76;2032,830273;52930,47712;75;yes
Booth;Male;34;6587;86466;4;8,99;11;1811,742518;94427,96997;79;yes
Nikki;Female;56;10395;93460;1;8,99;14;7853,24706;101724,0425;93;yes
Krishna;Male;35;9860;97112;5;8,99;11;1627,954808;106116,5271;90;yes
Jennifer;Female;52;3275;89089;5;8,99;11;1494,038089;97380,32193;50;no
Olivero;Male;38;2811;11036;1;10,49;15,5;934,6364172;12338,06133;23;no
Rainer;Male;38;1124;63916;4;8,99;11;1341,072616;69898,4696;49;no
Michell;Female;41;3600;115753;5;8,99;11;1939,102952;126414,62;50;no
Adolf;Male;57;2021;67337;1;8,99;14;5660,142931;73395,06795;43;no
Gabie;Male;48;4443;4069;1;10,49;15,5;349,0217997;4783,836432;23;no
Edik;Male;41;9054;46529;1;9,75;14,76;3915,66677;50825,95122;73;yes
Gerladina;Female;45;8668;5025;4;10,49;12,5;111,9157869;5834,785272;69;yes
Godiva;Female;24;11012;45923;4;9,75;11,76;965,6685833;50310,13122;89;yes
Alexia;Female;25;1908;48024;4;9,75;11,76;1009,528146;52594,83404;39;no
Maynord;Male;24;5346;23745;4;9,75;11,76;502,6902971;26192,97788;39;no
Kyrstin;Female;46;2657;77707;1;8,99;14;6530,735505;84640,76965;43;no
Pail;Male;36;1561;6387;5;10,49;12,5;113,6357853;7321,567446;30;no
Shelagh;Female;56;1019;17013;3;10,49;12,5;480,9563877;18851,27908;27;no
Inglebert;Male;37;6006;2471;1;10,49;15,5;214,7011224;3051,14641;53;no
Ashli;Female;55;11978;27428;3;9,75;11,76;770,9467645;30169,87301;87;yes
Katti;Female;53;2500;60503;5;8,99;11;1016,891967;66253,1675;50;no
Tiertza;Female;46;1660;69176;1;8,99;14;5814,532491;75389,36355;43;no
Ivie;Female;57;1056;79596;4;8,99;11;1668,349958;86954,90267;49;no
Hallie;Female;50;2624;113187;2;8,99;12;4740,724892;123242,8056;45;no
Gasparo;Male;38;5945;106247;5;8,99;11;1780,432588;116063,5835;50;no
Bradford;Male;55;6980;60952;3;8,99;11;1704,328654;66606,48183;77;yes
Lolly;Female;53;4627;118746;2;8,99;12;4973,214283;129277,4227;45;no
Morgan;Female;59;7378;80061;3;8,99;11;2236,456447;87371,66602;77;yes
Tiebout;Male;54;5105;12189;1;10,49;15,5;1031,5524;13588,2438;23;no
Avril;Female;21;11019;53287;5;8,99;11;896,4453706;58395,70069;100;yes
Vic;Male;44;9880;124498;5;8,99;11;2085,071007;135937,0074;90;yes
Pippa;Female;27;2561;121308;2;8,99;12;5080,362658;132058,6224;45;no
Ryann;Female;27;8553;109430;2;8,99;12;4583,599035;119164,3641;85;yes
Cindi;Female;34;5934;92894;1;8,99;14;7805,729664;101110,2462;43;no
Orelia;Female;41;6340;86855;5;8,99;11;1456,749051;94947,73035;80;yes
Donnie;Female;41;11466;67712;5;8,99;11;1137,221723;74103,01205;100;yes
Tiebout;Male;56;3674;73772;5;8,99;11;1238,372828;80701,71617;50;no
Dimitri;Male;37;5921;110199;4;8,99;11;2307,104327;120244,3173;49;no
Joshua;Male;30;1649;21880;4;9,75;11,76;463,7573678;24164,90994;39;no
Suki;Female;18;5043;17938;5;10,49;12,5;306,4884478;19890,20798;30;no
Aurore;Female;34;10739;48561;4;9,75;11,76;1020,738324;53178,78712;89;yes
Decca;Male;48;3774;32564;3;9,75;11,76;913,9987765;35749,67609;37;no
Shirley;Female;23;9587;17722;4;10,49;12,5;377,0134479;19638,28424;69;yes
Gabbey;Female;39;6726;69745;2;8,99;12;2923,886591;76083,99379;75;yes
Ezra;Male;40;7261;101661;1;8,99;14;8541,745585;110617,5815;73;yes
Kyrstin;Female;19;4941;55276;4;8,99;11;1160,736121;60500,02688;49;no
Marie-jeanne;Female;35;2201;56798;5;8,99;11;955,0495836;62218,81127;50;no
Deb;Female;44;1792;54243;3;8,99;11;1517,503317;59316,01029;47;no
Sofia;Female;40;9014;14160;3;10,49;12,5;401,476133;15752,36988;67;yes
Torrance;Male;18;7851;10693;5;10,49;12,5;185,527705;12006,92509;60;yes
Daisy;Female;20;4982;11240;4;10,49;12,5;241,6773025;12591,4007;29;no
Roana;Female;27;2092;5189;2;10,49;13,5;224,1492314;6003,184065;25;no
Connie;Male;47;10826;118871;1;8,99;14;9986,576656;129280,8916;93;yes
Gayle;Female;20;7683;52438;5;8,99;11;882,2742009;57471,22877;80;yes
Loni;Female;33;6775;21228;5;9,75;11,76;361,3739923;23477,67404;70;yes
Jenni;Female;44;8601;19381;4;10,49;12,5;411,6513166;21441,86026;69;yes
Gerta;Female;36;2781;52692;5;8,99;11;886,5138677;57747,80812;50;no
Karrah;Female;47;3424;99265;4;8,99;11;2078,886823;108350,501;49;no
Jayson;Male;47;7643;54458;1;8,99;14;4578,912288;59428,49203;73;yes
Jerad;Male;27;3686;88849;5;8,99;11;1490,032104;97118,98712;50;no
Decca;Male;33;1114;15176;5;10,49;12,5;260,3747733;16884,87639;30;no
Arnaldo;Male;26;11330;5194;5;10,49;12,5;93,71774991;6023,464411;80;yes
Cirilo;Male;22;8018;39033;3;9,75;11,76;1094,178579;42777,66404;77;yes
Orson;Male;51;7851;99911;3;8,99;11;2789,218846;108942,073;77;yes
Sheppard;Male;22;8991;14917;1;10,49;15,5;1260,855784;16546,17771;63;yes
Lark;Female;30;10392;41853;4;9,75;11,76;880,7050327;45884,26712;89;yes
Kevyn;Female;38;7701;72775;5;8,99;11;1221,731301;79616,08778;80;yes
Adlai;Male;35;1135;5677;3;10,49;12,5;165,1526135;6538,192962;27;no
Sophey;Female;49;6703;39620;4;9,75;11,76;834,0898955;43456,02276;69;yes
Rutledge;Male;33;6962;118216;2;8,99;12;4951,048538;128702,0769;75;yes
Veradis;Female;51;9243;112514;4;8,99;11;2355,423654;122762,5343;89;yes
Jorge;Male;46;9256;123245;1;8,99;14;10353,78706;134024,257;83;yes
Antoine;Male;51;8679;85056;2;8,99;12;3564,225692;92704,97275;85;yes
Demetra;Female;31;4884;3219;5;10,49;12,5;60,74363438;3874,467351;30;no
Darb;Male;23;7048;65196;1;8,99;14;5480,399565;71073,26975;73;yes
Granger;Male;28;10162;109926;2;8,99;12;4604,342826;119702,8009;95;yes
Weidar;Male;56;6555;18925;2;10,49;13,5;798,973252;20910,03948;55;yes
Marcella;Female;47;2702;51304;5;8,99;11;863,3459248;56236,42177;50;no
Isiahi;Male;29;1015;91061;5;8,99;11;1526,953927;99527,62301;50;no
Manon;Female;51;2942;34317;2;9,75;12,76;1442,660364;37618,95635;35;no
Templeton;Male;36;8336;10479;4;10,49;12,5;225,7885634;11764,08222;69;yes
Otis;Male;27;4012;33901;3;9,75;11,76;951,2379782;37202,2066;37;no
Jocelyne;Female;43;1311;25457;4;9,75;11,76;538,4292648;28054,66814;39;no
Jacquie;Female;29;3217;23103;3;9,75;11,76;650,4833784;25471,14865;37;no
Jolee;Female;53;11123;27247;2;9,75;12,76;1146,885128;29945,28712;85;yes
Billie;Female;57;3394;43317;2;9,75;12,76;1819,177638;47387,41788;35;no
Niko;Male;58;5429;37473;3;9,75;11,76;1050,728201;41082,86404;37;no
Quent;Male;58;10117;61213;4;8,99;11;1284,654844;66958,1929;99;yes
Stanislaus;Male;29;10967;18010;4;10,49;12,5;383,0265318;19951,38243;79;yes
Chandler;Male;34;6748;36319;2;9,75;12,76;1526,41454;39791,89635;65;yes
Gardner;Male;19;4215;8973;1;10,49;15,5;761,2299358;10101,17803;23;no
Jude;Male;47;11181;4424;4;10,49;12,5;99,36765;5181,410233;79;yes
Basia;Female;25;10826;39317;1;9,75;14,76;3309,823001;43005,55429;83;yes
Reuben;Male;20;11846;115038;4;8,99;11;2408,105288;125508,0979;99;yes
Hill;Male;34;11402;43587;5;9,75;11,76;734,6285661;47814,58558;90;yes
Ev;Male;42;4298;105941;4;8,99;11;2218,230161;115612,5385;49;no
